ANON_ID,Term,Course,Course Code,Course Number,Course Reference Number,Course Title,Grade
"54,514,586",201502,CS 8803,CS,8803,30545,Special Topics,W
"54,516,759",201502,CS 7637,CS,7637,30541,Knowledge-Based AI,
"54,519,101",201405,CS 6250,CS,6250,56616,Computer Networks,
"54,519,101",201408,CS 7641,CS,7641,91373,Machine Learning,
"54,519,101",201502,CS 8803,CS,8803,30542,Special Topics,
"54,519,101",201502,CS 8803,CS,8803,30545,Special Topics,
"54,537,191",201502,CS 7641,CS,7641,29171,Machine Learning,W
"54,537,191",201502,CS 8803,CS,8803,30545,Special Topics,W
"54,565,246",201402,CS 6250,CS,6250,30388,Computer Networks,
"54,565,246",201402,CS 6300,CS,6300,30389,Software Dev Process,
"54,565,246",201405,CS 8803,CS,8803,56617,Special Topics,
"54,565,246",201408,CS 6310,CS,6310,91376,Software Arch & Design,W
"54,565,246",201408,CS 6505,CS,6505,91378,Computability&Algorithms,W
"54,565,246",201502,CS 6310,CS,6310,30538,Software Arch & Design,
"54,565,246",201502,CS 6440,CS,6440,30539,Intro Health Informatics,
"54,572,325",201502,CS 8803,CS,8803,30542,Special Topics,
"54,572,877",201408,CS 7641,CS,7641,91373,Machine Learning,W
"54,572,877",201502,CS 6310,CS,6310,30538,Software Arch & Design,
"54,577,477",201408,CS 6440,CS,6440,91377,Intro Health Informatics,W
"54,577,477",201408,CS 7637,CS,7637,91379,Knowledge-Based AI,
"54,577,477",201502,CS 6310,CS,6310,30538,Software Arch & Design,
"54,588,321",201402,CS 7641,CS,7641,30390,Machine Learning,
"54,588,321",201402,CS 8802,CS,8802,30391,Special Topics,
"54,588,321",201408,CS 6300,CS,6300,91372,Software Dev Process,
"54,588,321",201408,CS 7637,CS,7637,91379,Knowledge-Based AI,
"54,588,321",201502,CS 6250,CS,6250,29169,Computer Networks,
"54,588,321",201502,CS 6440,CS,6440,30539,Intro Health Informatics,
"54,592,800",201502,CS 6300,CS,6300,29170,Software Dev Process,
"54,593,331",201408,CS 6505,CS,6505,91378,Computability&Algorithms,
"54,593,331",201502,CS 4495,CS,4495,30543,Computer Vision,
"54,593,331",201502,CS 6300,CS,6300,29170,Software Dev Process,
"54,601,866",201408,CS 7641,CS,7641,91373,Machine Learning,
"54,601,866",201502,CS 6440,CS,6440,30539,Intro Health Informatics,
"54,601,866",201502,CS 7637,CS,7637,30541,Knowledge-Based AI,
"54,607,582",201502,CS 6250,CS,6250,29169,Computer Networks,
"54,607,582",201502,CS 6475,CS,6475,30544,Comp. Photography,
"54,608,715",201405,CS 8803,CS,8803,56617,Special Topics,
"54,608,715",201408,CS 7637,CS,7637,91379,Knowledge-Based AI,
"54,608,715",201502,CS 4495,CS,4495,30543,Computer Vision,
"54,609,657",201402,CS 6300,CS,6300,30389,Software Dev Process,W
"54,609,657",201402,CS 7641,CS,7641,30390,Machine Learning,W
"54,615,469",201502,CS 6290,CS,6290,30537,High Perform Comput Arch,
"54,618,100",201502,CS 6300,CS,6300,29170,Software Dev Process,
"54,618,331",201402,CS 7641,CS,7641,30390,Machine Learning,W
"54,618,331",201402,CS 8802,CS,8802,30391,Special Topics,
"54,618,331",201405,CS 8803,CS,8803,56617,Special Topics,
"54,618,331",201408,CS 6300,CS,6300,91372,Software Dev Process,W
"54,618,331",201408,CS 6440,CS,6440,91377,Intro Health Informatics,
"54,618,331",201502,CS 6250,CS,6250,29169,Computer Networks,
"54,618,331",201502,CS 8803,CS,8803,30545,Special Topics,W
"54,620,152",201408,CS 7641,CS,7641,91373,Machine Learning,
"54,620,152",201502,CS 4495,CS,4495,30543,Computer Vision,W
"54,620,152",201502,CS 7637,CS,7637,30541,Knowledge-Based AI,
"54,620,213",201502,CS 6505,CS,6505,30540,Computability&Algorithms,
"54,620,213",201502,CS 7641,CS,7641,29171,Machine Learning,
"54,631,602",201502,CS 7641,CS,7641,29171,Machine Learning,
"54,631,602",201502,CS 8803,CS,8803,30542,Special Topics,
"54,632,291",201402,CS 7641,CS,7641,30390,Machine Learning,
"54,632,291",201405,CS 8803,CS,8803,56617,Special Topics,
"54,632,291",201408,CS 6440,CS,6440,91377,Intro Health Informatics,
"54,632,291",201408,CS 7637,CS,7637,91379,Knowledge-Based AI,
"54,632,291",201502,CS 4495,CS,4495,30543,Computer Vision,
"54,632,291",201502,CS 6250,CS,6250,29169,Computer Networks,
"54,632,546",201502,CS 7641,CS,7641,29171,Machine Learning,
"54,638,666",201502,CS 6250,CS,6250,29169,Computer Networks,
"54,638,666",201502,CS 7637,CS,7637,30541,Knowledge-Based AI,W
"54,646,655",201502,CS 6505,CS,6505,30540,Computability&Algorithms,W
"54,647,643",201502,CS 7641,CS,7641,29171,Machine Learning,W
"54,647,643",201502,CS 8803,CS,8803,30545,Special Topics,W
"54,649,375",201502,CS 6210,CS,6210,29168,Adv Operating Systems,
"54,649,375",201502,CS 8803,CS,8803,30542,Special Topics,
"54,651,329",201502,CS 7641,CS,7641,29171,Machine Learning,W
"54,651,329",201502,CS 8803,CS,8803,30542,Special Topics,
"54,651,430",201502,CS 6290,CS,6290,30537,High Perform Comput Arch,W
"54,656,474",201408,CS 6300,CS,6300,91372,Software Dev Process,
"54,656,474",201408,CS 6505,CS,6505,91378,Computability&Algorithms,
"54,656,474",201502,CS 4495,CS,4495,30543,Computer Vision,
"54,656,474",201502,CS 6475,CS,6475,30544,Comp. Photography,
"54,656,474",201502,CS 8803,CS,8803,30542,Special Topics,
"54,659,923",201402,CS 6300,CS,6300,30389,Software Dev Process,
"54,659,923",201408,CS 6440,CS,6440,91377,Intro Health Informatics,
"54,663,836",201502,CS 8803,CS,8803,30545,Special Topics,
"54,669,001",201502,CS 7641,CS,7641,29171,Machine Learning,W
"54,673,682",201502,CS 6250,CS,6250,29169,Computer Networks,
"54,673,682",201502,CS 6300,CS,6300,29170,Software Dev Process,
"54,681,836",201405,CS 6250,CS,6250,56616,Computer Networks,
"54,681,836",201408,CS 6210,CS,6210,91370,Adv Operating Systems,W
"54,681,836",201408,CS 6440,CS,6440,91377,Intro Health Informatics,W
"54,681,836",201502,CS 6440,CS,6440,30539,Intro Health Informatics,
"54,682,567",201408,CS 6250,CS,6250,91371,Computer Networks,
"54,682,567",201408,CS 6505,CS,6505,91378,Computability&Algorithms,
"54,682,567",201502,CS 4495,CS,4495,30543,Computer Vision,
"54,682,567",201502,CS 7641,CS,7641,29171,Machine Learning,W
"54,683,196",201405,CS 6250,CS,6250,56616,Computer Networks,
"54,683,196",201408,CS 7641,CS,7641,91373,Machine Learning,
